web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,fun-factor-0,fun-factor-1,fun-factor-2,fun-factor-3,fun-factor-4
"1610737458-2069","https://www.wblivesurf.com/reports/page/535/","12.19.2008","Swell Size: Knee/ Occ. Thigh","9:45 AM / BY: sageisland","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610739354-10458","https://www.wblivesurf.com/reports/page/11/","12.02.2020","Swell Size: Knee High","3:52 PM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610737184-874","https://www.wblivesurf.com/reports/page/610/","02.01.2008","Swell Size: Thigh/Waist?","7:16 AM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610739265-10053","https://www.wblivesurf.com/reports/page/36/","08.23.2020","Swell Size: Knee High","12:59 PM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738225-6257","https://www.wblivesurf.com/reports/page/273/","12.03.2017","Swell Size: Knee High","7:04 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610737781-3954","https://www.wblivesurf.com/reports/page/417/","08.27.2013","Swell Size: Knee/Occ. Thigh","6:47 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610739339-10388","https://www.wblivesurf.com/reports/page/15/","11.17.2020","Swell Size: Flat","10:14 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737792-4019","https://www.wblivesurf.com/reports/page/413/","09.26.2013","Swell Size: Knee/Thigh/Occ. Waist","9:43 AM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell half","null","null","null"
"1610738897-8660","https://www.wblivesurf.com/reports/page/123/","08.06.2019","Swell Size: Knee/Thigh High/Occ Bigger","9:05 AM / BY: surfreports","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737809-4109","https://www.wblivesurf.com/reports/page/407/","11.26.2013","Swell Size: Chest/Shoulder/Occ. Head High","3:48 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell","ratingCell","null","null"
"1610737339-1468","https://www.wblivesurf.com/reports/page/573/","06.11.2008","Swell Size: Thigh/Bigger?","4:16 PM / BY: sageisland","Water Surface: Light Chop","ratingCell half","null","null","null","null"
"1610738201-6158","https://www.wblivesurf.com/reports/page/279/","11.09.2017","Swell Size: Thigh/Waist/Occ. Bigger?","10:07 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610738979-8969","https://www.wblivesurf.com/reports/page/104/","10.22.2019","Swell Size: Knee High","12:06 PM / BY: surfreports","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737176-816","https://www.wblivesurf.com/reports/page/613/","01.22.2008","Swell Size: Thigh/Waist/Occ. Stomach","4:15 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737944-4805","https://www.wblivesurf.com/reports/page/364/","09.01.2015","Swell Size: Thigh/Waist High","6:40 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610738150-5881","https://www.wblivesurf.com/reports/page/297/","01.02.2017","Swell Size: Thigh/Occ. Waist","7:33 AM / BY: sageisland","Water Surface: Light Bump/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610737113-447","https://www.wblivesurf.com/reports/page/636/","10.21.2007","Swell Size: Knee/Thigh High","7:22 AM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610737592-2858","https://www.wblivesurf.com/reports/page/486/","09.19.2010","Swell Size: Stomach/Chest/Head Plus High Sets","1:20 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610738852-8468","https://www.wblivesurf.com/reports/page/135/","06.19.2019","Swell Size: Knee/Occ. Thigh High","8:58 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610739061-9228","https://www.wblivesurf.com/reports/page/88/","12.27.2019","Swell Size: knee/hip/+","7:24 AM / BY: surfreports","Water Surface: light chop/bump","ratingCell half","null","null","null","null"
"1610737312-1298","https://www.wblivesurf.com/reports/page/583/","05.17.2008","Swell Size: Knee/Thigh High","6:39 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610739329-10337","https://www.wblivesurf.com/reports/page/18/","11.06.2020","Swell Size: Waist/Stomach/Occ. Bigger","6:42 AM / BY: surfreports","Water Surface: Choppy","ratingCell","ratingCell","null","null","null"
"1610738997-9065","https://www.wblivesurf.com/reports/page/98/","11.16.2019","Swell Size: Chest/Head High/Occ Bigger","10:06 AM / BY: surfreports","Water Surface: Light Choppy w/ Semi Clean Faces","ratingCell","ratingCell","null","null","null"
"1610737304-1245","https://www.wblivesurf.com/reports/page/586/","05.08.2008","Swell Size: Knee/Thigh/Building","6:47 AM / BY: sageisland","Water Surface: Light chop","ratingCell half","null","null","null","null"
"1610737310-1278","https://www.wblivesurf.com/reports/page/584/","05.13.2008","Swell Size: waist occ. chest","4:08 PM / BY: sageisland","Water Surface: clean","ratingCell","ratingCell half","null","null","null"
"1610738166-5973","https://www.wblivesurf.com/reports/page/291/","03.14.2017","Swell Size: Waist-Stomach High/Occ. Bigger","3:42 PM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","ratingCell","null","null"
"1610739069-9253","https://www.wblivesurf.com/reports/page/86/","01.05.2020","Swell Size: Flat/Occ Shin High","3:48 PM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737469-2125","https://www.wblivesurf.com/reports/page/531/","02.21.2009","Swell Size: Knee-Waist","3:54 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737245-900","https://www.wblivesurf.com/reports/page/608/","02.09.2008","Swell Size: Shin/Knee","3:54 PM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737963-4917","https://www.wblivesurf.com/reports/page/357/","10.21.2015","Swell Size: Knee/Thigh High","7:41 AM / BY: sageisland","Water Surface: Pretty Clean","ratingCell","null","null","null","null"
"1610737464-2095","https://www.wblivesurf.com/reports/page/533/","01.25.2009","Swell Size: Waist/Chest High","3:41 PM / BY: sageisland","Water Surface: Pretty Clean","ratingCell","ratingCell half","null","null","null"
"1610739076-9280","https://www.wblivesurf.com/reports/page/84/","01.15.2020","Swell Size: knee/hip/ occ +","7:11 AM / BY: surfreports","Water Surface: clean/glassy","ratingCell","null","null","null","null"
"1610737897-4628","https://www.wblivesurf.com/reports/page/375/","05.28.2015","Swell Size: Thigh/Waist/Occ, Stomach High","9:57 AM / BY: sageisland","Water Surface: Semi-Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610738131-5764","https://www.wblivesurf.com/reports/page/304/","10.20.2016","Swell Size: Thigh/Waist/Occ.Bigger","3:29 PM / BY: sageisland","Water Surface: Semi-clean/light bump","ratingCell","ratingCell half","null","null","null"
"1610738038-5320","https://www.wblivesurf.com/reports/page/332/","04.19.2016","Swell Size: Knee/Thigh/Rare Bigger","6:42 AM / BY: sageisland","Water Surface: Clean","ratingCell","null","null","null","null"
"1610738392-6848","https://www.wblivesurf.com/reports/page/236/","05.01.2018","Swell Size: Flat","10:02 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737438-2026","https://www.wblivesurf.com/reports/page/538/","11.21.2008","Swell Size: Ankle/Shin","1:39 PM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610738897-8662","https://www.wblivesurf.com/reports/page/123/","08.05.2019","Swell Size: Knee High","3:28 PM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610738375-6805","https://www.wblivesurf.com/reports/page/239/","04.18.2018","Swell Size: Shin/Knee","6:55 AM / BY: surfreports","Water Surface: Light Texture/Pretty Clean","ratingCell half","null","null","null","null"
"1610737611-2959","https://www.wblivesurf.com/reports/page/479/","08.26.2011","Swell Size: Chest/Head/Occ. Bigger Sets","9:05 AM / BY: sageisland","Water Surface: Choppy/Sloppy","ratingCell","ratingCell half","null","null","null"
"1610739076-9279","https://www.wblivesurf.com/reports/page/84/","01.15.2020","Swell Size: Thigh-Waist High","10:15 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610737154-694","https://www.wblivesurf.com/reports/page/621/","12.13.2007","Swell Size: Thigh/Waist/Occ. Bigger","4:10 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell half","null","null","null"
"1610737955-4862","https://www.wblivesurf.com/reports/page/360/","10.03.2015","Swell Size: Chest/Head/Bigger Sets","7:11 AM / BY: sageisland","Water Surface: Really Choppy","ratingCell","ratingCell","null","null","null"
"1610737375-1662","https://www.wblivesurf.com/reports/page/560/","08.09.2008","Swell Size: Knee/Thigh High","6:28 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737491-2261","https://www.wblivesurf.com/reports/page/523/","04.18.2009","Swell Size: Thigh/Waist/Occ. Bigger","3:43 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737516-2411","https://www.wblivesurf.com/reports/page/514/","07.18.2009","Swell Size: Knee/Thigh/Occ. Waist","8:52 AM / BY: sageisland","Water Surface: Clean","ratingCell","null","null","null","null"
"1610739054-9185","https://www.wblivesurf.com/reports/page/90/","12.21.2019","Swell Size: shin/knee","7:31 AM / BY: surfreports","Water Surface: light chop/bump","ratingCell half","null","null","null","null"
"1610738684-7860","https://www.wblivesurf.com/reports/page/173/","01.18.2019","Swell Size: Flat","1:50 PM / BY: surfreports","Water Surface: Glassy","null","null","null","null","null"
"1610738290-6484","https://www.wblivesurf.com/reports/page/259/","01.28.2018","Swell Size: Waist/Chest High","11:03 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","ratingCell","null","null"
"1610738897-8654","https://www.wblivesurf.com/reports/page/123/","08.07.2019","Swell Size: Thigh-Waist High/ Occ. Bigger","3:40 PM / BY: surfreports","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737108-428","https://www.wblivesurf.com/reports/page/638/","10.11.2007","Swell Size: shin high","5:05 PM / BY: sageisland","Water Surface: clean","ratingCell half","null","null","null","null"
"1610737133-557","https://www.wblivesurf.com/reports/page/629/","11.11.2007","Swell Size: Knee/Rare Bigger","1:50 PM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610737815-4154","https://www.wblivesurf.com/reports/page/405/","12.09.2013","Swell Size: Knee/Thigh/Occ. Waist","7:12 AM / BY: sageisland","Water Surface: Clean/Foggy","ratingCell","ratingCell half","null","null","null"
"1610738689-7884","https://www.wblivesurf.com/reports/page/172/","01.20.2019","Swell Size: Waist-Chest High Maybe?","12:58 PM / BY: surfreports","Water Surface: light texture","ratingCell","ratingCell","ratingCell half","null","null"
"1610738888-8608","https://www.wblivesurf.com/reports/page/126/","07.26.2019","Swell Size: Knee-Waist High","9:12 AM / BY: surfreports","Water Surface: Bumpy","ratingCell","ratingCell half","null","null","null"
"1610737160-724","https://www.wblivesurf.com/reports/page/619/","12.23.2007","Swell Size: Waist-Chest Some Bigger Sets","12:54 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610738436-7013","https://www.wblivesurf.com/reports/page/226/","06.09.2018","Swell Size: Knee High","9:02 AM / BY: surfreports","Water Surface: Fairly Clean","ratingCell","null","null","null","null"
"1610738660-7803","https://www.wblivesurf.com/reports/page/177/","12.31.2018","Swell Size: Shin High","3:31 PM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610738351-6710","https://www.wblivesurf.com/reports/page/245/","03.24.2018","Swell Size: Ankle/Shin High","3:22 PM / BY: surfreports","Water Surface: Semi-Clean","ratingCell half","null","null","null","null"
"1610739222-9856","https://www.wblivesurf.com/reports/page/48/","07.07.2020","Swell Size: Knee-Thigh High","3:47 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738211-6216","https://www.wblivesurf.com/reports/page/276/","11.19.2017","Swell Size: Thigh/Occ. Waist","6:59 AM / BY: surfreports","Water Surface: Semi-Clean","ratingCell","null","null","null","null"
"1610737275-1071","https://www.wblivesurf.com/reports/page/597/","03.24.2008","Swell Size: Knee/Thigh High","1:02 PM / BY: sageisland","Water Surface: Semi-Glassy","ratingCell half","null","null","null","null"
"1610738906-8687","https://www.wblivesurf.com/reports/page/121/","08.15.2019","Swell Size: Thigh/Waist","12:16 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610738511-7281","https://www.wblivesurf.com/reports/page/209/","08.17.2018","Swell Size: Thigh/Waist","9:03 AM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610737424-1935","https://www.wblivesurf.com/reports/page/543/","10.25.2008","Swell Size: Shoulder-Head/ Plus","12:57 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610737832-4237","https://www.wblivesurf.com/reports/page/399/","06.02.2014","Swell Size: Thigh/Waist/Occ. Stomach","12:46 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell","null","null","null"
"1610737745-3749","https://www.wblivesurf.com/reports/page/430/","05.03.2013","Swell Size: Waist/Stomach/Occ. Bigger","6:36 AM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610737091-317","https://www.wblivesurf.com/reports/page/644/","09.17.2007","Swell Size: Thigh/Waist","1:22 PM / BY: sageisland","Water Surface: Choppy/Semi-Clean Faces","ratingCell","null","null","null","null"
"1610738041-5330","https://www.wblivesurf.com/reports/page/331/","04.26.2016","Swell Size: Knee/Thigh High","6:40 AM / BY: sageisland","Water Surface: Clean/Light Texture","ratingCell","null","null","null","null"
"1610738413-6910","https://www.wblivesurf.com/reports/page/232/","05.17.2018","Swell Size: Knee/Thigh High","3:53 PM / BY: surfreports","Water Surface: choppy/messy","ratingCell half","null","null","null","null"
"1610738618-7636","https://www.wblivesurf.com/reports/page/187/","11.22.2018","Swell Size: Knee/Thigh Shore Break","7:07 AM / BY: surfreports","Water Surface: Light Texture / Bump","ratingCell half","null","null","null","null"
"1610737296-1208","https://www.wblivesurf.com/reports/page/589/","04.27.2008","Swell Size: Maybe Knee High","7:16 AM / BY: sageisland","Water Surface: Light Texture","ratingCell half","null","null","null","null"
"1610737870-4461","https://www.wblivesurf.com/reports/page/385/","03.02.2015","Swell Size: Waist/Stomach/Occ. Chest","7:15 AM / BY: sageisland","Water Surface: Clean/Calm","ratingCell","ratingCell","ratingCell","null","null"
"1610739061-9218","https://www.wblivesurf.com/reports/page/88/","12.29.2019","Swell Size: thigh high","12:55 PM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610737994-5087","https://www.wblivesurf.com/reports/page/346/","12.24.2015","Swell Size: Thigh/Waist","12:08 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell half","null","null","null"
